Order,Chart,Row,Artist,Album,Date Finished,Primary Genre,Specific Genre,Average Rating,Ratings by Listen,,,,,,,,,,,,,,,
723,6,10,Jack Stauber,Pop Food,7/11/2018,Pop,Hygnagogic Pop,6,6,,,,,,,,,,,,,,,
724,6,10,B�JET,Sleepwalk,7/11/2018,Rap,Trap/Lo-Fi Hip-hop,8,8,,,,,,,,,,,,,,,
725,6,10,J. Cole,2014 Forest Hills Drive,7/12/2018,Rap,,5.5,5.5,,,,,,,,,,,,,,,
726,6,10,Voxtrot,Raised By Wolves EP,7/12/2018,Rock,Indie Rock/Alternative Rock,7,7,,,,,,,,,,,,,,,
727,6,10,Jimmy Buffet,Living and Dying in 3/4 Time,7/14/2018,Country,,5,5,,,,,,,,,,,,,,,
728,6,10,Bleachers,Gone Now,7/14/2018,Rock,Synth-Pop/Indietronica,6.5,6.5,,,,,,,,,,,,,,,
729,6,10,Bleachers,Strange Desires,7/18/2018,Rock,Alternative Rock,8,8,,,,,,,,,,,,,,,
730,6,10,Scavenger Hunt,Shapes and Outlines,7/18/2018,Electronic,Electropop,7,7,,,,,,,,,,,,,,,
731,6,10,Beach House,7,7/23/2018,Electronic,Dream Pop,7,7,,,,,,,,,,,,,,,
732,6,10,Jack Johnson,All The Light Above It Too,7/23/2018,Rock,Surf Rock/Coffeehouse Rock,6,6,,,,,,,,,,,,,,,
733,7,1,Parquet Courts,Wide Awake!,7/25/2018,Rock,Punk Rock,7.5,7.5,,,,,,,,,,,,,,,
734,7,1,90sFlav,Collection,7/25/2018,Rap,,8.5,8.5,,,,,,,,,,,,,,,
735,7,1,vbnd,things change,7/26/2018,Electronic,Alternative R&B/Neo-soul,8.5,8.5,,,,,,,,,,,,,,,
736,7,1,Engelwood,Crust Fm,7/26/2018,Rap,Alternative Hip-hop/Jazzhop,8,8,,,,,,,,,,,,,,,
737,7,1,vbnd,We Go on Infinitely,7/27/2018,Electronic,Alternative R&B/Neo-soul,8.5,8.5,,,,,,,,,,,,,,,
738,7,1,Vansire,Angel Youth,7/27/2018,Electronic,Chillwave,6.5,6.5,,,,,,,,,,,,,,,
739,7,1,The Temper Trap,Conditions,7/27/2018,Rock,Alternative Rock,9,9,,,,,,,,,,,,,,,
740,7,1,The Temper Trap,The Temper Trap,7/27/2018,Rock,Alternative Rock,6,6,,,,,,,,,,,,,,,
741,7,1,CHVRCHES,Love Is Dead,7/27/2018,Electronic,Electropop,6.5,6.5,,,,,,,,,,,,,,,
742,7,1,Kanye West,ye,7/28/2018,Rap,,6,6,,,,,,,,,,,,,,,
743,7,2,Avicii,TRUE,7/28/2018,Electronic,EDM,7.5,7.5,,,,,,,,,,,,,,,
744,7,2,Avicii,Stories,7/31/2018,Electronic,EDM,6,6,,,,,,,,,,,,,,,
745,7,2,The Rumours,That's Right You're Wrong,8/1/2018,Rock,Garage Rock/Alternative Rock,5,5,,,,,,,,,,,,,,,
746,7,2,KIDS SEE GHOSTS,KIDS SEE GHOSTS,8/1/2018,Rap,,7.5,7.5,,,,,,,,,,,,,,,
747,7,2,Dntel,Life Is Full Of Possibilities,8/2/2018,Electronic,Experimental Glitch/Downtempo,4,4,,,,,,,,,,,,,,,
748,7,2,Electric President,S / T,8/2/2018,Electronic,Folktronica,7.5,7.5,,,,,,,,,,,,,,,
749,7,2,Scattered Trees,Sympathy,8/3/2018,Rock,Alternative Rock/Indie Rock,5.5,5.5,,,,,,,,,,,,,,,
750,7,2,Death Cab for Cutie,Kintsugi,8/3/2018,Rock,Indie Rock/Alternative Rock,6.5,6.5,,,,,,,,,,,,,,,
751,7,2,Dirty Art Club,Basement Seance,8/3/2018,Electronic,,6,6,,,,,,,,,,,,,,,
752,7,2,Sunset Rollercoaster ????,Casse Nova,8/3/2018,Electronic,,5.5,5.5,,,,,,,,,,,,,,,
753,7,3,Sergio Mendes,Timeless,8/5/2018,Dance,Samba/Neo-Soul,7.5,7.5,,,,,,,,,,,,,,,
754,7,3,Death Grips,Year of the Snitch,8/5/2018,Rap,Experimental Hip-Hop,7,7,,,,,,,,,,,,,,,
755,7,3,Sub-Radio,Same Train // Different Station,8/5/2018,Rock,Indie Rock/Dance Rock,6.5,6.5,,,,,,,,,,,,,,,
756,7,3,Vance Joy,Dream Your Life Away,8/6/2018,Indie,Indie Folk/Indie Pop,6.5,6.5,,,,,,,,,,,,,,,
757,7,3,Vance Joy,Nation of Two,8/6/2018,Indie,Indie Folk/Indie Pop,5,5,,,,,,,,,,,,,,,
758,7,3,Tears For Fears,The Hurting,8/8/2018,Rock,New Wave/Synth-pop,6,6,,,,,,,,,,,,,,,
759,7,3,Toadies,Rubberneck,8/12/2018,Rock,Grunge/Alternative Rock,5,5,,,,,,,,,,,,,,,
760,7,3,Scissor Sisters,Ta Dah,8/12/2018,Rock,Nu-Disco/Pop Rock,7.5,7.5,,,,,,,,,,,,,,,
761,7,3,Pinegrove,Everything so Far,8/13/2018,Rock,Indie Rock/Indie Folk,7,7,,,,,,,,,,,,,,,
762,7,3,The Rolling Stones,Exile On Main Street,8/13/2018,Rock,,6,6,,,,,,,,,,,,,,,
763,7,4,The Rolling Stones,Let It Bleed,8/13/2018,Rock,,6.5,6.5,,,,,,,,,,,,,,,
764,7,4,Tedeschi Trucks Band,Let Me Get By,8/13/2018,R&B,Contemporary R&B,6.5,6.5,,,,,,,,,,,,,,,
765,7,4,Elijah Who,everything all at once EP,8/13/2018,Electronic,Lo-Fi Electronic,7.5,7.5,,,,,,,,,,,,,,,
766,7,4,The Ting Tings,We Started Nothing,8/14/2018,Rock,Dance Punk/Alternative Rock,7,7,,,,,,,,,,,,,,,
767,7,4,Nick Hakim,Green Twins,8/15/2018,Pop,Hypnagogic Pop,6,6,,,,,,,,,,,,,,,
768,7,4,The Voidz,Virtue,8/15/2018,Pop,Hypnagogic Pop,6.5,6.5,,,,,,,,,,,,,,,
769,7,4,Ducktails,Ducktails,8/16/2018,Pop,Hypnagogic Pop,6,6,,,,,,,,,,,,,,,
770,7,4,Teddybears,Rock On,8/17/2018,Electronic,,6,6,,,,,,,,,,,,,,,
771,7,4,Teddybears,You Are Teddybears,8/17/2018,Rock,Hardcore Punk,5,5,,,,,,,,,,,,,,,
772,7,4,88rising,Head In The Clouds,8/17/2018,Rap,,5,5,,,,,,,,,,,,,,,
773,7,5,2 8 1 4,Rain Temple,8/20/2018,Electronic,Vaporwave,7,7,,,,,,,,,,,,,,,
774,7,5,James Ferraro,Far Side Virtual,8/20/2018,Electronic,Vaporwave,8,8,,,,,,,,,,,,,,,
775,7,5,Gwen Stefani,The Sweet Escape,8/20/2018,Pop,,7.5,7.5,,,,,,,,,,,,,,,
776,7,5,Arctic Monkeys,AM,8/20/2018,Rock,Alternative Rock,5,5,,,,,,,,,,,,,,,
777,7,5,Arctic Monkeys,Tranquility Base Hotel & Casino,8/20/2018,Pop,,3.5,3.5,,,,,,,,,,,,,,,
778,7,5,Fastball,All The Pain Money Can Buy,8/20/2018,Rock,Alternative Rock,6.5,6.5,,,,,,,,,,,,,,,
779,7,5,Peter Bjorn and John,Writer's Block,8/20/2018,Indie,Indie Rock/Indie Pop,7.5,7.5,,,,,,,,,,,,,,,
780,7,5,a-ha,Hunting High and Low,8/21/2018,Pop,,5.5,5.5,,,,,,,,,,,,,,,
781,7,5,The Buttertones,Gravedigging,8/22/2018,,,4.5,4.5,,,,,,,,,,,,,,,
782,7,5,Peter Gabriel,Peter Gabriel 1: Car,8/22/2018,Pop,,5.5,5.5,,,,,,,,,,,,,,,
783,7,6,Peter Gabriel,So,8/22/2018,Pop,,6.5,6.5,,,,,,,,,,,,,,,
784,7,6,Slacker,OP-1,8/22/2018,Electronic,,7,7,,,,,,,,,,,,,,,
785,7,6,?? 9 6,Pink Soda,8/22/2018,Electronic,,6,6,,,,,,,,,,,,,,,
786,7,6,Lake Street Dive,Bad Self Portraits,8/22/2018,R&B,,7.5,7.5,,,,,,,,,,,,,,,
787,7,6,The Smashing Pumpkins,Rarities and B-Sides,,Rock,Alternative Rock,N/A,,,,,,,,,,,,,,,,
788,7,6,Darlingside,Whippoorwill,,,,N/A,,,,,,,,,,,,,,,,
789,7,6,Whitewoods,Spaceship Earth,,,,N/A,,,,,,,,,,,,,,,,
790,7,6,FrankJavCee,"FrankJavCee Collection, Vol. 1",,Electronic,,N/A,,,,,,,,,,,,,,,,
791,7,6,Capital Cities,Solarize,,Electronic,,N/A,,,,,,,,,,,,,,,,
792,7,6,Death Cab for Cutie,Thank You For Today,8/17/2018,Indie,Indie Rock/Alternative Rock,6,6,,,,,,,,,,,,,,,
793,7,7,George Clanton,Slide,8/17/2018,Electronic,Synth-Pop/Chillwave/Vaporwave,7,7,,,,,,,,,,,,,,,
794,7,7,runescape???,runescape?.?wav??????,8/16/2018,Electronic,Vaporwave,7,7,,,,,,,,,,,,,,,
795,7,7,Negative Gemini,Bad Baby,8/18/2018,Electronic,Synth-Pop/Chillwave,8,8,,,,,,,,,,,,,,,
796,7,7,The Temper Trap,Thick As Thieves,,,,N/A,,,,,,,,,,,,,,,,
797,7,7,Soft Eyez,Pink Paradise,,,,N/A,,,,,,,,,,,,,,,,
798,7,7,Soft Eyez,Jungle Juice,,,,N/A,,,,,,,,,,,,,,,,
799,7,7,Casey Calhoun,The Summer Collection,,,,N/A,,,,,,,,,,,,,,,,
800,7,7,Aair,Almost Blue,,,,N/A,,,,,,,,,,,,,,,,
